Tipo,ID,Prop1,Prop2,Prop3,Prop4,Prop5,Prop6,Prop7,Prop8,Prop9,Prop10,Prop11,Prop12,Prop13
Relacion,VIO,845,113,2014-02-14,Tablet,1.1,,,,,,,,
Relacion,VIO,1799,134,2015-12-01,Movil,3.6,,,,,,,,
Relacion,VIO,1376,789,2016-10-21,Smart TV,5.4,,,,,,,,
Relacion,VIO,90,983,2016-03-03,PC,7.5,,,,,,,,
Relacion,VIO,1772,496,2017-07-05,Movil,6.3,,,,,,,,
Relacion,VIO,1497,774,2016-10-19,PC,6.0,,,,,,,,
Relacion,VIO,125,866,2015-01-25,Smart TV,4.9,,,,,,,,
Relacion,VIO,964,99,2010-07-07,Movil,8.3,,,,,,,,
Relacion,VIO,891,953,2017-03-19,Movil,5.0,,,,,,,,
Relacion,VIO,1475,553,2023-09-23,Smart TV,6.1,,,,,,,,
Relacion,VIO,1707,566,2018-12-21,Movil,7.3,,,,,,,,
Relacion,VIO,971,996,2018-04-17,Tablet,9.8,,,,,,,,
Relacion,VIO,233,936,2015-09-10,PC,2.1,,,,,,,,
Relacion,VIO,907,891,2022-12-16,Tablet,9.5,,,,,,,,
Relacion,VIO,1385,888,2020-02-13,Smart TV,2.7,,,,,,,,
Relacion,VIO,638,803,2012-10-19,Smart TV,6.5,,,,,,,,
Relacion,VIO,1821,220,2017-12-19,Movil,4.2,,,,,,,,
Relacion,VIO,1845,134,2012-06-30,Tablet,8.2,,,,,,,,
Relacion,VIO,461,369,2021-01-08,Smart TV,7.9,,,,,,,,
Relacion,VIO,987,575,2019-03-24,PC,7.4,,,,,,,,
Relacion,VIO,1289,253,2013-02-03,Smart TV,4.0,,,,,,,,
Relacion,VIO,1379,790,2022-12-28,Movil,1.3,,,,,,,,
Relacion,VIO,305,625,2015-10-01,Movil,6.8,,,,,,,,
Relacion,VIO,839,704,2022-11-21,Tablet,6.6,,,,,,,,
Relacion,VIO,1157,746,2014-03-18,Smart TV,3.2,,,,,,,,
Relacion,VIO,1400,44,2014-09-30,Movil,7.9,,,,,,,,
Relacion,VIO,994,501,2021-12-02,Tablet,8.7,,,,,,,,
Relacion,VIO,1090,751,2020-12-29,Smart TV,7.1,,,,,,,,
Relacion,VIO,1747,151,2024-12-05,Tablet,1.2,,,,,,,,
Relacion,VIO,651,741,2021-08-24,PC,4.2,,,,,,,,
Relacion,VIO,1167,222,2018-07-24,PC,6.0,,,,,,,,
Relacion,VIO,959,642,2010-01-11,PC,8.9,,,,,,,,
Relacion,VIO,1085,37,2023-10-25,Smart TV,1.1,,,,,,,,
Relacion,VIO,1211,940,2012-10-05,Smart TV,5.7,,,,,,,,
Relacion,VIO,253,673,2021-07-24,Movil,7.2,,,,,,,,
Relacion,VIO,1639,787,2021-11-30,PC,1.4,,,,,,,,
Relacion,VIO,1711,878,2022-11-07,Movil,9.6,,,,,,,,
Relacion,VIO,218,656,2018-06-05,Tablet,8.7,,,,,,,,
Relacion,VIO,605,54,2015-09-21,Tablet,7.5,,,,,,,,
Relacion,VIO,12,267,2017-06-20,Tablet,4.4,,,,,,,,
Relacion,VIO,761,397,2013-02-17,Tablet,7.4,,,,,,,,
Relacion,VIO,397,134,2015-11-21,Movil,8.6,,,,,,,,
Relacion,VIO,1596,858,2024-07-31,Movil,7.7,,,,,,,,
Relacion,VIO,1945,502,2015-02-02,PC,4.5,,,,,,,,
Relacion,VIO,1691,961,2016-04-19,PC,4.7,,,,,,,,
Relacion,VIO,1401,563,2010-09-19,Movil,8.6,,,,,,,,
Relacion,VIO,767,686,2024-12-29,Tablet,5.1,,,,,,,,
Relacion,VIO,1999,690,2013-06-06,Smart TV,7.6,,,,,,,,
Relacion,VIO,1886,287,2010-04-21,Smart TV,6.6,,,,,,,,
Relacion,VIO,1703,198,2022-04-01,Smart TV,5.2,,,,,,,,
Relacion,VIO,958,177,2016-10-08,Smart TV,6.1,,,,,,,,
Relacion,VIO,1439,404,2010-09-12,PC,6.9,,,,,,,,
Relacion,VIO,1312,675,2021-11-17,Tablet,1.2,,,,,,,,
Relacion,VIO,1375,58,2018-12-12,PC,2.2,,,,,,,,
Relacion,VIO,720,18,2013-10-11,Movil,5.3,,,,,,,,
Relacion,VIO,51,154,2023-08-14,Smart TV,7.9,,,,,,,,
Relacion,VIO,737,259,2018-10-22,PC,8.9,,,,,,,,
Relacion,VIO,843,669,2014-08-28,Movil,7.2,,,,,,,,
Relacion,VIO,442,729,2022-12-13,Smart TV,6.6,,,,,,,,
Relacion,VIO,1374,981,2023-09-11,Smart TV,5.2,,,,,,,,
Relacion,VIO,1646,61,2014-07-30,Movil,6.9,,,,,,,,
Relacion,VIO,1202,393,2022-04-01,Tablet,7.9,,,,,,,,
Relacion,VIO,506,684,2024-08-02,PC,3.7,,,,,,,,
Relacion,VIO,1510,62,2011-11-30,Tablet,1.4,,,,,,,,
Relacion,VIO,1855,427,2023-03-22,Tablet,8.3,,,,,,,,
Relacion,VIO,1551,672,2012-09-13,Movil,4.0,,,,,,,,
Relacion,VIO,109,610,2014-05-10,Smart TV,2.3,,,,,,,,
Relacion,VIO,1590,906,2021-10-13,PC,5.3,,,,,,,,
Relacion,VIO,1464,699,2018-11-20,Tablet,6.3,,,,,,,,
Relacion,VIO,285,977,2019-11-05,PC,1.3,,,,,,,,
Relacion,VIO,1711,420,2014-09-19,Tablet,9.3,,,,,,,,
Relacion,VIO,491,405,2024-10-21,Movil,9.6,,,,,,,,
Relacion,VIO,61,263,2016-06-10,Tablet,6.5,,,,,,,,
Relacion,VIO,1502,90,2018-07-19,Smart TV,3.6,,,,,,,,
Relacion,VIO,594,743,2013-06-21,Movil,9.6,,,,,,,,
Relacion,VIO,333,994,2024-01-26,Tablet,5.8,,,,,,,,
Relacion,VIO,1563,628,2017-08-27,Smart TV,8.7,,,,,,,,
Relacion,VIO,1555,805,2015-11-22,Smart TV,3.1,,,,,,,,
Relacion,VIO,797,820,2020-08-07,Smart TV,3.8,,,,,,,,
Relacion,VIO,1479,991,2021-08-19,Tablet,3.5,,,,,,,,
Relacion,VIO,578,412,2022-07-21,Tablet,3.4,,,,,,,,
Relacion,VIO,823,26,2024-02-01,PC,7.9,,,,,,,,
Relacion,VIO,56,536,2010-06-16,Smart TV,9.5,,,,,,,,
Relacion,VIO,1240,460,2012-04-16,Tablet,6.5,,,,,,,,
Relacion,VIO,213,507,2013-11-27,Movil,3.2,,,,,,,,
Relacion,VIO,1303,436,2014-06-09,Tablet,4.3,,,,,,,,
Relacion,VIO,1517,829,2016-06-03,PC,8.9,,,,,,,,
Relacion,VIO,1750,723,2012-05-01,Smart TV,6.6,,,,,,,,
Relacion,VIO,520,403,2014-12-25,PC,6.7,,,,,,,,
Relacion,VIO,418,881,2024-09-17,Movil,8.2,,,,,,,,
Relacion,VIO,1023,979,2020-07-19,Tablet,7.9,,,,,,,,
Relacion,VIO,1090,400,2021-05-11,Movil,8.2,,,,,,,,
Relacion,VIO,812,843,2020-07-13,Movil,1.9,,,,,,,,
Relacion,VIO,821,246,2020-07-25,PC,3.2,,,,,,,,
Relacion,VIO,1783,570,2021-01-16,Smart TV,8.4,,,,,,,,
Relacion,VIO,870,921,2021-01-01,PC,7.1,,,,,,,,
Relacion,VIO,1670,463,2017-10-12,Movil,6.2,,,,,,,,
Relacion,VIO,1852,575,2020-02-08,PC,7.3,,,,,,,,
Relacion,VIO,1061,898,2017-03-02,Movil,7.0,,,,,,,,
Relacion,VIO,1590,293,2017-06-22,PC,9.3,,,,,,,,
Relacion,VIO,508,579,2021-04-29,Smart TV,1.4,,,,,,,,
Relacion,VIO,1985,385,2019-03-11,Movil,6.9,,,,,,,,
Relacion,VIO,351,153,2024-04-29,Tablet,1.2,,,,,,,,
Relacion,VIO,403,532,2015-10-11,Smart TV,4.2,,,,,,,,
Relacion,VIO,944,873,2015-12-07,Tablet,4.7,,,,,,,,
Relacion,VIO,1636,340,2020-05-05,PC,7.7,,,,,,,,
Relacion,VIO,910,796,2012-03-01,Tablet,1.3,,,,,,,,
Relacion,VIO,1225,949,2021-12-17,PC,6.8,,,,,,,,
Relacion,VIO,1185,739,2013-12-13,PC,7.9,,,,,,,,
Relacion,VIO,870,89,2016-12-20,Tablet,2.5,,,,,,,,
Relacion,VIO,976,829,2010-09-10,Smart TV,6.4,,,,,,,,
Relacion,VIO,38,567,2011-08-06,Smart TV,6.4,,,,,,,,
Relacion,VIO,1517,617,2012-10-20,Tablet,5.0,,,,,,,,
Relacion,VIO,1076,789,2021-10-27,Smart TV,9.1,,,,,,,,
Relacion,VIO,1210,287,2021-08-24,Tablet,2.9,,,,,,,,
Relacion,VIO,642,130,2014-08-25,PC,8.8,,,,,,,,
Relacion,VIO,1151,260,2016-01-25,Movil,8.5,,,,,,,,
Relacion,VIO,1800,984,2013-10-12,Movil,6.2,,,,,,,,
Relacion,VIO,701,368,2010-12-20,PC,8.8,,,,,,,,
Relacion,VIO,1793,793,2021-04-27,Smart TV,8.2,,,,,,,,
Relacion,VIO,1473,529,2021-12-24,Tablet,5.3,,,,,,,,
Relacion,VIO,262,766,2023-12-25,PC,5.3,,,,,,,,
Relacion,VIO,839,153,2023-08-03,Movil,9.8,,,,,,,,
Relacion,VIO,1370,782,2016-12-09,Smart TV,6.1,,,,,,,,
Relacion,VIO,197,150,2014-01-01,Smart TV,6.0,,,,,,,,
Relacion,VIO,120,401,2017-02-15,PC,1.4,,,,,,,,
Relacion,VIO,1385,101,2011-04-26,Movil,3.4,,,,,,,,
Relacion,VIO,589,967,2023-11-21,PC,3.0,,,,,,,,
Relacion,VIO,1876,247,2024-12-02,Tablet,1.1,,,,,,,,
Relacion,VIO,352,452,2016-04-09,Smart TV,9.1,,,,,,,,
Relacion,VIO,632,176,2021-08-22,Movil,9.1,,,,,,,,
Relacion,VIO,491,228,2020-12-03,PC,8.4,,,,,,,,
Relacion,VIO,319,408,2020-06-03,Tablet,2.5,,,,,,,,
Relacion,VIO,1127,516,2024-12-04,Movil,1.1,,,,,,,,
Relacion,VIO,378,812,2018-08-30,Smart TV,5.0,,,,,,,,
Relacion,VIO,353,21,2016-08-05,Smart TV,5.1,,,,,,,,
Relacion,VIO,157,139,2023-01-20,Smart TV,9.0,,,,,,,,
Relacion,VIO,1862,672,2016-02-05,Smart TV,5.5,,,,,,,,
Relacion,VIO,341,259,2022-09-18,PC,1.9,,,,,,,,
Relacion,VIO,1160,342,2018-12-22,Movil,3.4,,,,,,,,
Relacion,VIO,1027,306,2015-10-18,PC,3.3,,,,,,,,
Relacion,VIO,1009,754,2015-11-24,Movil,8.0,,,,,,,,
Relacion,VIO,171,304,2020-12-01,PC,1.4,,,,,,,,
Relacion,VIO,118,785,2022-03-02,Smart TV,1.6,,,,,,,,
Relacion,VIO,1158,417,2015-07-20,Smart TV,7.8,,,,,,,,
Relacion,VIO,1307,777,2016-03-21,Smart TV,5.7,,,,,,,,
Relacion,VIO,1793,1,2011-05-11,Smart TV,6.7,,,,,,,,
Relacion,VIO,1172,485,2021-09-13,Tablet,2.6,,,,,,,,
Relacion,VIO,740,84,2018-10-11,PC,5.0,,,,,,,,
Relacion,VIO,1765,338,2022-03-24,Smart TV,7.5,,,,,,,,
Relacion,VIO,1288,467,2021-10-15,Smart TV,1.3,,,,,,,,
Relacion,VIO,74,698,2021-09-11,Smart TV,3.8,,,,,,,,
Relacion,VIO,713,136,2013-05-07,PC,9.2,,,,,,,,
Relacion,VIO,761,749,2023-04-28,PC,4.7,,,,,,,,
Relacion,VIO,1624,808,2020-03-05,Tablet,3.0,,,,,,,,
Relacion,VIO,378,776,2015-12-09,Tablet,5.3,,,,,,,,
Relacion,VIO,819,144,2017-01-22,Movil,9.5,,,,,,,,
Relacion,VIO,902,130,2010-02-07,Smart TV,9.6,,,,,,,,
Relacion,VIO,972,160,2010-11-24,Movil,6.8,,,,,,,,
Relacion,VIO,556,49,2014-12-01,Smart TV,4.9,,,,,,,,
Relacion,VIO,1415,289,2024-04-10,PC,4.6,,,,,,,,
Relacion,VIO,866,181,2024-01-21,Movil,8.0,,,,,,,,
Relacion,VIO,1049,451,2013-01-01,PC,2.0,,,,,,,,
Relacion,VIO,1704,811,2011-12-27,Movil,2.5,,,,,,,,
Relacion,VIO,896,894,2023-06-29,Smart TV,8.8,,,,,,,,
Relacion,VIO,544,696,2012-05-05,Tablet,2.9,,,,,,,,
Relacion,VIO,1686,852,2021-04-06,PC,1.5,,,,,,,,
Relacion,VIO,1448,212,2024-01-15,Tablet,3.7,,,,,,,,
Relacion,VIO,1084,62,2023-03-01,PC,8.7,,,,,,,,
Relacion,VIO,212,493,2017-05-25,Smart TV,2.2,,,,,,,,
Relacion,VIO,1946,887,2018-04-03,Tablet,7.5,,,,,,,,
Relacion,VIO,1291,262,2018-05-10,Tablet,7.9,,,,,,,,
Relacion,VIO,1512,486,2011-04-02,PC,2.7,,,,,,,,
Relacion,VIO,909,308,2018-06-09,PC,3.8,,,,,,,,
Relacion,VIO,1093,711,2010-03-26,PC,5.3,,,,,,,,
Relacion,VIO,1303,969,2024-12-01,Movil,2.2,,,,,,,,
Relacion,VIO,638,804,2013-05-23,Movil,3.6,,,,,,,,
Relacion,VIO,1285,256,2019-11-02,Movil,8.6,,,,,,,,
Relacion,VIO,751,36,2024-04-18,Tablet,8.4,,,,,,,,
Relacion,VIO,193,203,2024-12-27,PC,3.8,,,,,,,,
Relacion,VIO,1305,793,2021-05-08,Movil,4.5,,,,,,,,
Relacion,VIO,85,183,2013-05-13,Movil,5.4,,,,,,,,
Relacion,VIO,1396,600,2012-10-14,Smart TV,6.7,,,,,,,,
Relacion,VIO,1509,519,2016-09-14,Tablet,4.4,,,,,,,,
Relacion,VIO,144,15,2018-04-08,Movil,9.2,,,,,,,,
Relacion,VIO,1534,288,2023-03-24,Smart TV,8.2,,,,,,,,
Relacion,VIO,5,766,2014-08-13,Tablet,4.5,,,,,,,,
Relacion,VIO,256,715,2022-12-04,PC,6.3,,,,,,,,
Relacion,VIO,1615,433,2020-04-25,Tablet,6.9,,,,,,,,
Relacion,VIO,1456,915,2020-08-10,Movil,6.7,,,,,,,,
Relacion,VIO,1063,365,2014-10-31,Tablet,3.0,,,,,,,,
Relacion,VIO,1843,323,2021-02-28,Tablet,4.4,,,,,,,,
Relacion,VIO,1746,934,2018-04-29,Tablet,3.0,,,,,,,,
Relacion,VIO,1311,998,2014-12-26,Movil,2.5,,,,,,,,
Relacion,VIO,1040,49,2012-04-07,Smart TV,5.0,,,,,,,,
Relacion,VIO,1317,299,2019-04-29,PC,1.9,,,,,,,,
Relacion,VIO,1994,139,2023-04-21,PC,8.0,,,,,,,,
Relacion,VIO,87,906,2018-03-07,PC,4.2,,,,,,,,
Relacion,VIO,1300,471,2018-03-13,PC,9.9,,,,,,,,
Relacion,VIO,974,656,2021-01-12,Movil,7.7,,,,,,,,
Relacion,VIO,667,283,2010-02-19,Movil,6.7,,,,,,,,
Relacion,VIO,1260,660,2013-10-16,Tablet,6.4,,,,,,,,
Relacion,VIO,508,30,2021-01-18,PC,7.7,,,,,,,,
Relacion,VIO,1547,942,2010-10-15,Movil,9.1,,,,,,,,
Relacion,VIO,1962,956,2012-06-25,Tablet,7.0,,,,,,,,
Relacion,VIO,704,189,2011-07-02,Smart TV,5.6,,,,,,,,
Relacion,VIO,1755,715,2013-12-22,PC,2.9,,,,,,,,
Relacion,VIO,663,733,2011-11-12,PC,3.7,,,,,,,,
Relacion,VIO,1447,791,2016-03-26,Movil,5.9,,,,,,,,
Relacion,VIO,119,456,2017-04-01,PC,2.7,,,,,,,,
Relacion,VIO,1794,356,2021-07-30,Smart TV,7.7,,,,,,,,
Relacion,VIO,1454,703,2023-10-15,Smart TV,8.2,,,,,,,,
Relacion,VIO,1962,513,2018-03-22,Tablet,6.2,,,,,,,,
Relacion,VIO,1164,597,2021-05-03,Movil,3.0,,,,,,,,
Relacion,VIO,60,964,2016-04-17,Tablet,7.4,,,,,,,,
Relacion,VIO,1143,851,2023-01-03,Movil,2.4,,,,,,,,
Relacion,VIO,375,285,2011-09-26,PC,9.2,,,,,,,,
Relacion,VIO,189,242,2012-12-11,PC,7.5,,,,,,,,
Relacion,VIO,1068,99,2012-10-11,Smart TV,2.7,,,,,,,,
Relacion,VIO,1499,939,2011-07-01,Movil,5.9,,,,,,,,
Relacion,VIO,591,825,2011-03-05,PC,1.8,,,,,,,,
Relacion,VIO,1605,985,2015-10-08,Tablet,2.2,,,,,,,,
Relacion,VIO,240,695,2023-10-31,Tablet,3.7,,,,,,,,
Relacion,VIO,1185,264,2012-02-23,Tablet,9.6,,,,,,,,
Relacion,VIO,1545,972,2010-10-15,Smart TV,2.6,,,,,,,,
Relacion,VIO,1471,626,2012-02-13,PC,6.9,,,,,,,,
Relacion,VIO,277,110,2011-04-20,PC,8.9,,,,,,,,
Relacion,VIO,956,313,2022-09-10,Movil,8.0,,,,,,,,
Relacion,VIO,753,879,2019-09-17,Movil,6.1,,,,,,,,
Relacion,VIO,1101,712,2011-11-05,PC,7.5,,,,,,,,
Relacion,VIO,318,555,2016-08-21,Smart TV,8.7,,,,,,,,
Relacion,VIO,1949,678,2010-02-08,PC,2.5,,,,,,,,
Relacion,VIO,1172,786,2016-04-15,Smart TV,9.1,,,,,,,,
Relacion,VIO,834,607,2010-12-07,PC,1.8,,,,,,,,
Relacion,VIO,633,556,2024-08-16,Smart TV,3.0,,,,,,,,
Relacion,VIO,1906,926,2015-07-21,PC,3.8,,,,,,,,
Relacion,VIO,411,837,2010-12-02,Movil,1.1,,,,,,,,
Relacion,VIO,1877,430,2024-11-01,Movil,7.8,,,,,,,,
Relacion,VIO,918,378,2012-05-13,Movil,5.1,,,,,,,,
Relacion,VIO,184,42,2019-05-24,Tablet,6.3,,,,,,,,
Relacion,VIO,1829,235,2024-01-22,Movil,1.2,,,,,,,,
Relacion,VIO,1262,945,2019-01-03,PC,1.0,,,,,,,,
Relacion,VIO,1323,724,2021-12-11,Tablet,7.3,,,,,,,,
Relacion,VIO,78,363,2023-08-26,Smart TV,1.9,,,,,,,,
Relacion,VIO,240,917,2018-02-17,PC,1.2,,,,,,,,
Relacion,VIO,1807,911,2021-12-30,PC,4.7,,,,,,,,
Relacion,VIO,506,2,2024-06-22,Movil,9.9,,,,,,,,
Relacion,VIO,910,969,2014-06-17,Tablet,9.2,,,,,,,,
Relacion,VIO,808,288,2014-04-12,Smart TV,2.1,,,,,,,,
Relacion,VIO,112,365,2016-03-26,Tablet,6.8,,,,,,,,
Relacion,VIO,910,366,2024-01-14,Movil,9.0,,,,,,,,
Relacion,VIO,396,835,2022-07-18,PC,5.5,,,,,,,,
Relacion,VIO,297,858,2024-07-08,PC,5.6,,,,,,,,
Relacion,VIO,1711,121,2020-11-21,Smart TV,4.4,,,,,,,,
Relacion,VIO,231,374,2014-03-23,Tablet,3.7,,,,,,,,
Relacion,VIO,1414,119,2010-02-03,Movil,2.9,,,,,,,,
Relacion,VIO,1035,892,2015-11-12,Smart TV,1.2,,,,,,,,
Relacion,VIO,1508,28,2014-08-18,Smart TV,5.2,,,,,,,,
Relacion,VIO,1113,227,2015-09-24,Smart TV,3.2,,,,,,,,
Relacion,VIO,569,836,2022-12-07,PC,8.8,,,,,,,,
Relacion,VIO,983,370,2022-08-16,Tablet,3.8,,,,,,,,
Relacion,VIO,1414,675,2019-08-01,Smart TV,6.9,,,,,,,,
Relacion,VIO,1813,263,2022-11-16,Movil,2.2,,,,,,,,
Relacion,VIO,137,673,2021-10-26,Smart TV,9.3,,,,,,,,
Relacion,VIO,1300,441,2022-10-01,Tablet,5.8,,,,,,,,
Relacion,VIO,975,526,2022-04-09,Tablet,9.1,,,,,,,,
Relacion,VIO,906,159,2022-09-20,Smart TV,7.6,,,,,,,,
Relacion,VIO,897,130,2015-05-28,Tablet,5.7,,,,,,,,
Relacion,VIO,1504,769,2010-10-03,Smart TV,3.1,,,,,,,,
Relacion,VIO,343,197,2018-04-04,Smart TV,4.5,,,,,,,,
Relacion,VIO,1798,922,2022-09-27,PC,4.1,,,,,,,,
Relacion,VIO,1088,320,2016-06-12,Smart TV,9.5,,,,,,,,
Relacion,VIO,1271,327,2010-03-29,PC,6.5,,,,,,,,
Relacion,VIO,87,820,2021-01-10,Smart TV,1.2,,,,,,,,
Relacion,VIO,514,854,2017-06-17,PC,1.6,,,,,,,,
Relacion,VIO,1543,799,2023-04-23,Movil,9.3,,,,,,,,
Relacion,VIO,877,631,2013-09-22,Smart TV,1.1,,,,,,,,
Relacion,VIO,265,908,2012-07-01,Tablet,10.0,,,,,,,,
Relacion,VIO,527,326,2024-05-13,Tablet,8.8,,,,,,,,
Relacion,VIO,1333,172,2023-07-16,Tablet,5.8,,,,,,,,
Relacion,VIO,311,473,2013-10-02,Smart TV,5.1,,,,,,,,
Relacion,VIO,1837,693,2012-09-18,Tablet,7.5,,,,,,,,
Relacion,VIO,1943,734,2015-02-09,Smart TV,6.5,,,,,,,,
Relacion,VIO,584,492,2022-01-25,Movil,3.2,,,,,,,,
Relacion,VIO,909,864,2019-02-23,Smart TV,8.1,,,,,,,,
Relacion,VIO,1015,138,2020-08-24,PC,5.0,,,,,,,,
Relacion,VIO,1508,854,2023-01-27,Tablet,3.0,,,,,,,,
Relacion,VIO,302,323,2024-03-09,Smart TV,4.2,,,,,,,,
Relacion,VIO,503,599,2018-08-24,PC,2.1,,,,,,,,
Relacion,VIO,1160,379,2020-06-09,Smart TV,7.0,,,,,,,,
Relacion,VIO,1079,426,2014-04-29,PC,8.4,,,,,,,,
Relacion,VIO,295,506,2022-10-02,Tablet,9.4,,,,,,,,
Relacion,VIO,1829,34,2015-02-16,PC,8.3,,,,,,,,
Relacion,VIO,1569,966,2015-07-24,Movil,6.5,,,,,,,,
Relacion,VIO,106,31,2015-12-09,PC,8.6,,,,,,,,
Relacion,VIO,1378,192,2023-03-06,PC,7.0,,,,,,,,
Relacion,VIO,712,472,2015-03-08,PC,1.5,,,,,,,,
Relacion,VIO,384,575,2019-09-06,Smart TV,8.0,,,,,,,,
Relacion,VIO,1116,685,2017-08-25,Smart TV,6.0,,,,,,,,
Relacion,VIO,1379,58,2017-04-29,Movil,2.3,,,,,,,,
Relacion,VIO,991,921,2019-09-30,Smart TV,1.2,,,,,,,,
Relacion,VIO,1744,636,2020-02-06,Movil,3.6,,,,,,,,
Relacion,VIO,237,426,2018-10-29,PC,3.8,,,,,,,,
Relacion,VIO,978,850,2012-01-21,PC,9.6,,,,,,,,
Relacion,VIO,482,313,2015-01-08,Movil,9.9,,,,,,,,
Relacion,VIO,1212,744,2024-03-17,Tablet,8.4,,,,,,,,
Relacion,VIO,1423,988,2024-10-28,Movil,2.8,,,,,,,,
Relacion,VIO,1822,556,2015-11-03,PC,4.9,,,,,,,,
Relacion,VIO,866,592,2022-12-30,Tablet,4.2,,,,,,,,
Relacion,VIO,383,940,2013-12-16,Smart TV,4.3,,,,,,,,
Relacion,VIO,791,262,2012-07-13,Movil,7.6,,,,,,,,
Relacion,VIO,996,606,2017-10-27,Tablet,5.7,,,,,,,,
Relacion,VIO,612,305,2022-02-14,Tablet,2.1,,,,,,,,
Relacion,VIO,183,222,2022-04-10,Smart TV,9.2,,,,,,,,
Relacion,VIO,1466,95,2012-01-04,Movil,2.7,,,,,,,,
Relacion,VIO,1167,146,2012-10-09,PC,2.8,,,,,,,,
Relacion,VIO,797,219,2024-03-21,Movil,6.0,,,,,,,,
Relacion,VIO,1468,445,2017-02-12,Tablet,9.3,,,,,,,,
Relacion,VIO,1882,331,2023-05-23,Tablet,1.1,,,,,,,,
Relacion,VIO,542,811,2013-07-27,PC,4.3,,,,,,,,
Relacion,VIO,133,314,2014-09-27,Movil,7.4,,,,,,,,
Relacion,VIO,111,593,2011-07-26,Movil,8.7,,,,,,,,
Relacion,VIO,62,687,2023-08-28,PC,4.5,,,,,,,,
Relacion,VIO,1842,238,2012-11-26,Smart TV,9.2,,,,,,,,
Relacion,VIO,582,123,2022-08-28,PC,2.7,,,,,,,,
Relacion,VIO,533,336,2020-05-05,PC,2.0,,,,,,,,
Relacion,VIO,1546,65,2014-01-07,Tablet,9.9,,,,,,,,
Relacion,VIO,1310,436,2013-05-12,Tablet,6.4,,,,,,,,
Relacion,VIO,1421,44,2019-03-25,PC,2.3,,,,,,,,
Relacion,VIO,651,827,2015-02-18,Smart TV,6.6,,,,,,,,
Relacion,VIO,436,478,2021-10-16,Movil,6.8,,,,,,,,
Relacion,VIO,690,426,2016-09-26,Tablet,1.8,,,,,,,,
Relacion,VIO,1715,971,2024-06-27,Smart TV,7.8,,,,,,,,
Relacion,VIO,1033,95,2019-02-17,Smart TV,8.2,,,,,,,,
Relacion,VIO,1609,929,2013-10-23,Tablet,6.7,,,,,,,,
Relacion,VIO,967,446,2024-08-22,Tablet,5.4,,,,,,,,
Relacion,VIO,322,309,2021-10-14,Movil,6.4,,,,,,,,
Relacion,VIO,318,116,2015-10-27,Tablet,7.0,,,,,,,,
Relacion,VIO,1102,520,2018-07-12,Smart TV,9.9,,,,,,,,
Relacion,VIO,216,164,2012-03-21,Tablet,7.2,,,,,,,,
Relacion,VIO,1853,290,2011-01-29,PC,1.4,,,,,,,,
Relacion,VIO,1666,893,2010-05-25,Movil,3.5,,,,,,,,
Relacion,VIO,788,415,2023-08-18,Tablet,3.7,,,,,,,,
Relacion,VIO,506,582,2011-10-24,Smart TV,4.1,,,,,,,,
Relacion,VIO,1521,504,2022-09-16,Tablet,1.6,,,,,,,,
Relacion,VIO,1645,963,2023-12-11,Movil,5.3,,,,,,,,
Relacion,VIO,87,118,2021-01-06,Tablet,6.6,,,,,,,,
Relacion,VIO,227,862,2022-01-07,Movil,1.1,,,,,,,,
Relacion,VIO,969,144,2013-09-22,PC,8.4,,,,,,,,
Relacion,VIO,1115,584,2021-11-01,Movil,2.5,,,,,,,,
Relacion,VIO,960,962,2016-10-08,Smart TV,8.0,,,,,,,,
Relacion,VIO,48,924,2019-02-07,PC,1.6,,,,,,,,
Relacion,VIO,756,206,2010-07-18,Movil,9.8,,,,,,,,
Relacion,VIO,777,748,2018-07-18,PC,4.6,,,,,,,,
Relacion,VIO,930,157,2013-10-03,Smart TV,6.1,,,,,,,,
Relacion,VIO,846,793,2020-03-27,Smart TV,9.2,,,,,,,,
Relacion,VIO,1382,842,2024-11-15,PC,4.6,,,,,,,,
Relacion,VIO,301,55,2017-07-30,PC,7.0,,,,,,,,
Relacion,VIO,1857,872,2022-01-09,Tablet,3.4,,,,,,,,
Relacion,VIO,148,956,2021-07-03,Smart TV,8.8,,,,,,,,
Relacion,VIO,156,427,2014-12-28,Movil,1.6,,,,,,,,
Relacion,VIO,1524,753,2016-11-25,Movil,8.2,,,,,,,,
Relacion,VIO,1529,928,2013-07-05,Tablet,2.8,,,,,,,,
Relacion,VIO,908,829,2014-01-18,PC,6.6,,,,,,,,
Relacion,VIO,18,78,2020-07-30,PC,1.5,,,,,,,,
Relacion,VIO,14,723,2012-10-04,Smart TV,3.6,,,,,,,,
Relacion,VIO,1526,609,2012-04-19,Movil,5.1,,,,,,,,
Relacion,VIO,1692,612,2013-08-21,Movil,3.6,,,,,,,,
Relacion,VIO,1369,565,2016-07-19,Smart TV,5.4,,,,,,,,
Relacion,VIO,1014,694,2024-10-23,Tablet,3.5,,,,,,,,
Relacion,VIO,7,451,2017-03-12,Movil,5.0,,,,,,,,
Relacion,VIO,0,672,2014-12-17,PC,3.6,,,,,,,,
Relacion,VIO,8,764,2018-12-15,Movil,2.5,,,,,,,,
Relacion,VIO,830,84,2024-10-22,PC,4.6,,,,,,,,
Relacion,VIO,726,66,2017-02-18,Movil,5.0,,,,,,,,
Relacion,VIO,750,946,2018-06-14,Movil,4.0,,,,,,,,
